"County, State",Population,Income (Median),% Children in Poverty,Education (% completed High School),Education (% completed college),Social Association Rate,% Unemployed,Trama,Suicide rate,Homicide Rate,% Fair or Poor Health,% Excessive Drinking,Teen Birth Rate,% With Access to Exercise Opportunities,% Physically Inactive,Food Environment Index,% Adults with Obesity,% Adults Reporting Currently Smoking,% Low Birthweight,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,Injury Death Rate,PTSD,Psychosis ,Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,Preventable Hospitalization Rate,% with Annual Mammogram,% Vaccinated,% Severe Housing Problems,% Long Commute - Drives Alone,% Insufficient Sleep,% Disconnected Youth,% Households with Broadband Access,Desert Y/N,% Living in Desert,Deppresion ,% Homeowners,% Households with Severe Cost Burden,Traffic Volume,Life Expectancy,Age-Adjusted Death Rate,Child Mortality Rate,Infant Mortality Rate,% Frequent Physical Distress,% Frequent Mental Distress,% Adults with Diabetes,HIV Prevalence Rate,Drug Overdose Mortality Rate,% Uninsured Adults,% Uninsured Children,Other Primary Care Provider Ratio,% Less than 18 Years of Age,% 65 and Over,% Rural
"Haskell, TEXAS",5403,48587,31,80,44,18.5,3.0,65.9,,,23,17,30,69,31,6.6,39,21,10,4.4,5.5,74,28.2,24,1082:1,2702:1,901:1,2975,30,36,11,22,36,,81,Y,0.37,,70,8,4,74.8,511,,,14,18,12,548,,28,15,5403:1,17.6,22.5,100.0
"Hays, TEXAS",269225,89074,8,91,70,5.8,3.0,87.2,13,4,17,21,13,81,24,8.1,30,14,7,3.4,5.4,51,19.2,26,2260:1,2564:1,811:1,1976,40,47,19,50,30,6,91,Y,0.03,41,63,17,98,79.8,286,38,4,11,16,11,198,9,19,10,1424:1,22.3,12.0,29.7
"Hemphill, TEXAS",3217,73212,15,89,63,21.4,3.3,35.5,,,16,19,14,80,24,8.0,35,15,5,3.6,5.1,69,,,818:1,3217:0,1072:1,5419,35,28,14,22,34,,82,Y,1,,73,9,18,81.1,288,,,11,16,10,261,,28,20,643:1,27.6,18.3,100.0
"Henderson, TEXAS",84511,62843,20,87,51,11.6,3.8,62.4,25,6,20,17,36,60,28,6.6,37,20,8,4.2,5.7,103,23,18,2789:1,2914:1,1432:1,3207,39,46,15,44,36,12,82,Y,0.43,31,76,11,22,72.8,601,75,8,13,19,11,198,18,25,12,1595:1,21.3,22.6,65.9
"Hidalgo, TEXAS",888367,48825,37,69,52,3.5,6.5,30.2,7,4,31,17,36,65,34,4.7,45,16,9,4.6,5.4,32,9.4,15,2158:1,3219:1,1199:1,3178,30,42,25,25,34,10,80,Y,0.05,31,68,15,81,77.9,415,38,4,15,18,18,241,5,43,13,920:1,30.8,11.5,8.9
"Hill, TEXAS",37329,57566,21,86,55,10.7,3.9,41.3,27,,19,18,30,48,26,7.7,38,18,8,3.9,5.4,101,17.8,16,4052:1,2871:1,2074:1,3728,39,35,14,43,35,9,85,Y,0.43,44,75,8,28,73.2,595,66,,12,18,11,160,31,25,14,2489:1,22.8,20.9,77.5
"Hockley, TEXAS",21161,56923,20,80,53,10.8,3.7,72.7,17,7,23,18,31,59,31,6.2,39,18,9,4.2,5.4,95,18.5,23,1643:1,2645:1,1245:1,2749,33,33,12,32,36,,81,Y,0.38,42,73,10,30,72.3,623,59,,13,18,13,92,,29,16,1323:1,26.5,15.5,41.5
"Hood, TEXAS",66373,75545,13,92,61,10.7,3.7,67.3,26,4,15,17,20,78,22,7.7,33,16,7,3.5,5,92,16.2,21,2676:1,1844:1,830:1,2312,50,46,12,51,33,14,90,Y,0.17,34,80,13,29,76.4,422,51,7,10,16,9,140,17,20,12,1443:1,20.3,25.6,41.1
"Hopkins, TEXAS",37804,64249,18,85,54,7.8,3.5,65.7,24,6,19,18,29,51,27,7.0,38,18,7,4.1,5.6,99,23.8,21,4135:1,3150:1,1219:1,3213,39,41,14,25,36,,86,Y,0.42,31,70,12,37,74.6,498,56,,12,18,11,168,9,26,14,969:1,23.9,18.7,60.1
"Houston, TEXAS",21950,49741,29,82,45,12.1,3.6,53,19,,24,16,36,51,32,5.9,39,23,10,4.5,5.7,82,13,24,7414:1,4390:1,3136:1,2965,33,36,16,39,38,,75,Y,0.55,29,69,11,10,74.1,566,71,,14,19,14,548,,25,10,1372:1,19.8,23.0,73.1
"Howard, TEXAS",33672,59598,22,81,46,11.1,5.1,37.2,27,9,22,19,47,64,30,6.3,40,18,10,4.1,5.2,98,12.2,17,4875:1,1871:1,488:1,3335,31,28,11,27,37,,85,Y,0.12,24,67,10,41,72.8,593,80,7,13,17,13,612,15,24,12,821:1,21.2,12.9,16.9
"Hudspeth, TEXAS",3432,39582,49,55,28,0.0,4.0,,,,35,16,48,0,42,0.0,44,22,10,5.3,5.7,54,,,,3432:0,,1047,27,17,25,38,37,,74,Y,1,,68,8,20,78.5,426,,,18,19,18,324,,34,15,3432:0,15.3,9.9,100.0
"Hunt, TEXAS",108282,68019,17,88,55,10.2,3.9,67.6,16,5,19,18,25,61,26,7.0,41,18,9,4.1,5.8,74,22.4,27,3693:1,3185:1,1177:1,4539,39,38,17,42,37,8,86,Y,0.36,35,70,12,44,74.7,515,63,7,12,18,11,178,11,25,10,1305:1,24.0,15.8,61.3
"Hutchinson, TEXAS",20215,65019,17,86,56,14.1,4.5,71,20,,18,19,33,63,26,6.9,37,18,9,3.9,5.3,106,20.7,25,4099:1,2022:1,6738:1,2694,36,36,8,25,35,,84,Y,0.34,37,82,7,29,71.4,668,82,,12,18,11,112,31,23,13,1444:1,24.6,17.9,37.7
"Irion, TEXAS",1530,77768,10,89,79,25.8,3.0,,,,17,18,,73,25,5.2,36,16,12,3.8,5.3,,,,1552:0,1530:0,,4702,53,39,25,29,34,,72,Y,1,,88,5,0,,392,,,12,17,10,,,20,17,1530:0,22.9,20.9,100.0
"Jack, TEXAS",8922,54132,19,80,49,9.2,3.8,46.1,25,,21,19,22,55,29,6.0,38,21,7,4.3,5.5,117,18.4,25,2904:1,,4461:1,3921,29,32,13,34,36,,83,Y,1,,73,11,7,75.1,482,116,,13,18,12,256,,29,14,1275:1,21.5,16.8,100.0
"Jackson, TEXAS",15142,61953,20,81,44,12.6,3.5,55.9,17,,20,18,42,52,28,7.4,37,17,8,4,5.3,73,19.2,17,7561:1,2524:1,3028:1,4607,32,36,12,42,36,,84,Y,1,35,74,10,35,76.5,460,96,,12,18,11,89,,25,13,1165:1,25.4,20.0,60.6
"Jasper, TEXAS",32484,50763,29,87,42,11.5,6.4,62.2,24,6,23,17,38,28,32,6.2,40,24,9,4.6,5.9,109,18.6,21,2748:1,2707:1,1911:1,3380,32,33,12,41,39,,85,Y,0.65,32,80,9,17,72.0,639,70,,14,20,13,152,17,23,11,1299:1,23.2,21.1,77.9
"Jeff Davis, TEXAS",1903,58285,37,86,92,35.9,3.4,,,,22,13,,44,30,6.7,40,18,10,4.3,5.6,,,,1949:1,1903:0,476:1,2091,33,23,12,37,35,,75,Y,1,,89,11,0,80.1,417,,,14,18,13,,,25,22,1903:1,4.9,42.5,100.0
"Jefferson, TEXAS",250830,55065,24,85,54,11.1,6.2,48,14,12,22,16,33,65,32,6.5,39,19,11,4.2,5.3,82,11,15,2097:1,1539:1,758:1,3021,38,39,14,22,40,12,87,Y,0.1,29,62,14,114,74.0,553,70,8,13,18,14,597,22,28,12,671:1,24.4,15.6,9.8
"Jim Hogg, TEXAS",4763,43782,42,79,30,0.0,5.4,51.4,,,31,15,47,,39,4.6,43,18,12,4.8,5.2,55,,,4801:1,4763:1,,3704,24,30,20,27,36,,67,Y,1,,64,13,,72.9,555,,,16,18,18,157,,27,10,,28.8,17.6,100.0
"Jim Wells, TEXAS",38826,48252,36,78,47,5.1,5.7,35.6,19,7,26,16,40,48,35,6.0,42,17,10,4.4,5.1,71,8.4,13,3237:1,2987:1,971:1,2358,29,35,16,39,36,18,69,Y,0.3,37,68,13,40,72.2,653,52,5,14,17,15,105,11,27,12,882:1,27.1,16.1,50.1
"Johnson, TEXAS",195506,76747,13,86,55,6.9,3.5,75.4,16,3,17,19,24,75,26,7.7,36,17,7,3.8,5.1,66,21.4,26,2464:1,2475:1,1098:1,3569,39,41,13,58,35,17,90,Y,0.28,40,74,10,46,75.6,444,52,6,12,17,10,201,12,22,13,1377:1,25.5,14.1,46.5
"Jones, TEXAS",19935,51894,23,81,38,11.1,4.3,66.5,27,,22,19,31,33,30,6.8,39,20,7,4.2,5.2,90,16.5,28,9937:1,9968:1,19935:1,3646,34,28,11,35,37,21,83,Y,1,36,82,11,9,74.6,521,,,13,17,13,246,,24,9,1994:1,17.1,15.7,100.0
"Karnes, TEXAS",14836,61860,25,76,39,12.2,3.3,49,,,25,19,34,37,33,7.4,40,19,8,4.4,5.3,57,12.7,20,3689:1,1648:1,7418:1,2571,30,40,14,25,36,,77,Y,0.29,22,68,10,37,74.9,478,67,,14,17,14,616,,24,11,2119:1,20.5,14.0,100.0
"Kaufman, TEXAS",172366,92814,12,86,62,6.1,3.7,68.3,16,6,18,20,22,66,27,8.2,37,16,8,3.7,4.9,72,13.1,21,4781:1,2612:1,1008:1,2964,39,47,14,59,36,5,88,Y,0.38,38,77,12,39,74.8,476,62,5,11,17,11,301,13,22,13,2004:1,28.4,10.7,41.9
"Kendall, TEXAS",48973,120238,9,92,78,8.5,3.1,55.6,16,,13,20,9,79,19,8.7,32,11,7,3.1,4.8,55,11.6,19,1170:1,1224:1,426:1,1250,49,45,14,49,31,,92,Y,0.37,36,76,12,36,80.7,253,38,,9,15,8,154,,17,13,700:1,22.2,20.0,56.8
"Kenedy, TEXAS",358,43274,15,33,12,0.0,6.1,,,,27,16,,1,36,4.2,43,18,,4.6,5.3,,,,340:0,358:0,358:0,,,50,12,27,,,53,Y,1,,16,,17,,,,,15,18,16,,,47,42,358:0,17.0,22.3,100.0
"Kent, TEXAS",740,58118,16,88,81,0.0,2.1,192.9,,,15,18,,72,22,5.1,34,14,,3.4,4.9,,,,749:0,740:0,740:0,2290,11,17,5,14,33,,93,Y,1,,81,10,0,,,,,10,16,9,0,,10,9,740:0,23.4,25.0,100.0
"Kerr, TEXAS",53741,59619,19,90,57,14.5,3.6,65.8,24,5,17,17,24,65,25,7.4,35,15,9,3.7,5.1,93,14.1,22,1236:1,1378:1,297:1,1667,48,45,12,25,34,,89,Y,0.31,34,71,11,46,76.3,440,81,7,11,17,10,132,16,25,15,790:1,18.7,28.3,39.5
"Kimble, TEXAS",4422,51851,32,85,62,20.6,3.4,46.8,,,19,15,43,64,27,7.0,37,17,10,3.9,5.4,87,18,22,1091:1,1474:1,2211:1,1020,26,24,11,15,35,,80,Y,1,,79,8,10,76.9,457,,,12,18,11,,,28,16,884:1,18.7,29.8,100.0
"King, TEXAS",233,87856,10,79,61,0.0,0.9,,,,25,16,,,32,4.3,40,23,,4.7,5.9,,,,258:0,233:0,233:0,,,,4,20,38,,100,Y,1,,40,19,2,,,,,15,20,13,0,,28,24,233:0,26.6,21.0,100.0
"Kinney, TEXAS",3128,52609,28,85,49,0.0,4.7,,,,24,16,31,95,32,4.1,41,17,8,4.3,5,72,,,,3128:0,,3101,24,20,2,6,35,,67,Y,1,39,75,,8,77.5,459,,,14,17,14,333,,17,9,1564:1,17.8,24.6,100.0
"Kleberg, TEXAS",30362,51342,30,82,60,6.9,4.8,70.9,8,6,24,18,28,68,33,5.1,40,16,8,4.2,5,55,18.4,25,2357:1,1687:1,1598:1,3993,31,36,22,25,36,,82,Y,0.18,41,54,21,69,73.3,587,45,,14,17,15,118,,25,11,2024:1,23.6,13.6,19.6
"Knox, TEXAS",3273,47207,27,82,56,17.9,3.9,,,,22,16,28,78,30,7.5,39,19,8,4.2,5.5,94,,,3351:1,3273:0,,4299,22,17,6,16,35,,83,Y,1,,78,7,3,71.7,643,,,13,18,12,,,30,17,546:1,26.8,19.7,100.0
"La Salle, TEXAS",6604,40555,36,62,12,6.0,2.8,70.8,,,28,19,50,,37,6.6,41,17,10,4.5,4.9,54,33,47,,,1321:1,3708,22,26,17,34,36,,73,Y,0.38,33,79,9,20,75.0,560,,,14,16,16,313,,26,10,550:1,19.2,13.8,100.0
"Lamar, TEXAS",50484,62620,23,88,59,13.4,4.3,58.7,21,5,20,17,35,62,27,5.9,38,20,8,4.1,5.7,81,18.1,22,2277:1,2019:1,801:1,4281,43,44,17,15,37,,77,Y,1,30,67,14,45,72.5,623,67,7,13,19,11,183,14,25,12,777:1,23.9,19.2,47.5
"Lamb, TEXAS",12724,53008,26,77,41,15.5,4.0,44.2,15,,26,16,41,49,34,6.6,40,19,8,4.6,5.5,86,,11,4299:1,6362:1,2545:1,1523,33,28,13,24,36,,78,Y,0.4,15,73,7,22,73.1,581,83,,15,18,14,239,,31,16,1591:1,27.2,17.1,56.9
"Lampasas, TEXAS",22785,67917,19,90,56,13.0,3.7,68.9,16,,17,18,21,72,25,7.4,39,17,7,3.9,5.5,68,17.7,37,2225:1,7595:1,1266:1,2282,39,22,13,39,35,,87,Y,1,39,81,12,31,75.9,452,,,12,18,10,121,15,22,12,2071:1,21.2,20.6,66.1
"Lavaca, TEXAS",20589,58400,17,85,51,13.1,3.3,41.8,9,,18,17,25,50,26,7.8,37,18,7,3.9,5.5,69,20,,1712:1,4118:1,3432:1,3341,41,41,10,30,35,,80,Y,0.12,15,76,8,10,77.7,378,,,12,18,11,169,,22,13,1373:1,23.5,23.7,82.4
"Lee, TEXAS",17954,65911,18,86,45,10.2,3.5,57.4,14,,20,17,26,52,28,7.6,38,19,8,4.1,5.6,97,10.3,15,4427:1,4489:1,2244:1,3073,37,47,17,46,36,,81,Y,0.45,21,78,14,36,76.4,416,78,,13,18,12,145,,26,14,4489:1,20.8,20.3,100.0
"Leon, TEXAS",16209,56749,22,85,48,16.9,5.2,48.8,25,,21,16,30,3,28,6.3,38,20,8,4.2,5.8,94,10.3,14,,4052:1,4052:1,3043,35,37,10,44,36,,78,Y,1,18,78,7,16,75.4,502,,,13,19,11,224,,26,15,3242:1,22.6,24.6,100.0
"Liberty, TEXAS",101992,61880,28,78,40,7.3,5.8,56.8,17,8,23,19,37,46,31,7.1,41,20,9,4.4,5.7,98,14.9,25,4649:1,3517:1,3643:1,4841,25,32,15,66,37,13,88,Y,0.48,34,81,11,23,72.9,601,65,6,14,19,13,312,21,29,13,2318:1,29.5,12.2,77.4
"Limestone, TEXAS",22253,51357,26,85,48,10.4,4.6,38.3,20,,22,17,39,54,30,6.6,40,20,10,4.3,5.5,79,13.8,22,2458:1,2782:1,1854:1,3829,37,35,16,38,37,,70,Y,0.57,34,75,11,19,73.1,585,75,,14,19,13,241,,26,14,1113:1,22.1,21.3,69.9
"Lipscomb, TEXAS",2854,70236,18,85,54,34.1,3.1,,,,18,18,22,,25,4.9,37,15,5,3.7,5.1,81,,,,2854:0,,3015,34,28,9,21,34,,87,Y,1,,78,8,2,78.2,380,,,11,16,11,0,,31,25,2854:1,23.9,21.0,100.0
"Live Oak, TEXAS",11428,58576,27,75,43,9.7,4.2,71.6,21,,24,16,30,19,32,7.1,40,20,7,4.5,5.4,61,20.2,26,,3809:1,5714:1,1853,31,30,11,38,37,,69,Y,1,35,75,9,28,77.6,456,,,14,18,14,144,,27,16,2286:1,19.1,21.2,100.0
"Llano, TEXAS",22540,59528,23,92,48,10.5,3.8,45,27,,16,15,34,79,23,6.5,35,16,9,3.7,5.2,116,13.3,14,1465:1,1878:1,1503:1,1984,40,36,16,41,34,,87,Y,0.82,25,79,11,1,77.1,456,,,11,17,9,168,,25,16,1610:1,15.0,37.2,50.2
"Loving, TEXAS",51,94716,7,97,100,0.0,0.6,,,,14,25,,,19,6.5,32,15,,3,4.3,,,,57:0,51:0,51:0,,,,7,28,34,,88,Y,1,,30,,0,,,,,9,14,8,,,3,11,51:0,27.5,9.8,100.0
"Lubbock, TEXAS",317561,59138,18,88,67,8.9,3.4,70.8,18,7,19,20,26,86,28,7.0,40,16,9,3.9,5.3,83,17.3,21,1268:1,1645:1,487:1,2203,38,43,19,10,34,4,86,Y,0.09,39,56,18,138,74.0,542,60,5,12,18,12,215,13,21,9,571:1,23.4,13.2,10.5
"Lynn, TEXAS",5724,56754,21,81,64,12.3,3.5,46.6,,,23,17,37,44,31,6.1,40,19,10,4.3,5.3,109,,,948:1,5724:1,1908:1,4524,36,28,13,38,35,,83,Y,1,41,72,12,11,72.3,658,,,14,18,13,109,,25,16,1908:1,27.4,15.8,100.0
"Madison, TEXAS",13661,53906,21,79,44,10.2,4.3,33,14,,22,19,42,24,29,6.5,39,20,8,4.2,5.4,83,13.6,29,4573:1,4554:1,4554:1,3413,26,37,15,37,37,,79,Y,1,33,71,10,19,74.2,521,96,,13,18,12,422,,29,13,2277:1,22.1,15.5,100.0
"Marion, TEXAS",9560,47720,32,87,48,8.3,5.0,47.5,23,,22,15,28,51,29,7.0,40,22,10,4.4,5.8,113,23.8,24,,9560:1,9560:1,3473,28,33,12,57,38,30,76,Y,0.19,44,78,8,12,72.3,671,,,14,20,12,331,,24,12,3187:1,17.7,27.5,100.0
"Martin, TEXAS",5217,73315,18,84,45,15.4,3.1,49.9,,,20,20,35,4,28,7.5,36,16,9,3.9,5.2,110,12.4,12,5211:1,5217:1,,3312,29,25,14,25,34,,75,Y,1,30,61,7,20,73.0,574,,,12,17,11,,,26,21,1304:1,32.4,11.5,100.0
"Mason, TEXAS",3982,59129,21,85,80,20.3,3.3,,,,15,17,12,72,22,8.1,34,14,4,3.4,4.9,52,,,,3982:1,1991:1,1000,42,37,10,35,33,,89,Y,0.49,,80,9,0,80.5,310,,,10,16,9,,,31,22,1327:1,19.3,30.6,100.0
"Matagorda, TEXAS",36125,58380,27,81,56,11.8,5.9,65.7,13,9,23,17,42,72,31,5.7,41,18,9,4.3,5.4,91,17.3,24,2796:1,2779:1,1806:1,4347,30,34,18,32,36,,75,Y,1,35,69,16,36,74.1,542,78,,14,18,13,285,,28,13,1246:1,26.0,17.9,46.7
"Maverick, TEXAS",57843,43407,31,65,52,2.6,7.9,28.6,6,3,31,17,46,60,40,4.8,43,17,8,4.7,5.1,37,8.2,13,4147:1,4449:1,2892:1,2803,18,23,25,20,31,,74,Y,1,23,68,14,78,73.8,548,61,7,16,17,18,209,,36,12,2142:1,30.7,11.7,6.6
"McCulloch, TEXAS",7497,45915,30,80,52,14.6,4.2,63.1,38,,21,16,34,81,29,5.3,38,19,8,4.2,5.6,99,26.6,27,2511:1,3749:1,2499:1,2694,32,29,12,17,35,,87,Y,1,30,70,10,31,72.3,601,,,13,18,12,171,,28,15,1250:1,20.8,24.5,36.0
"McLennan, TEXAS",266836,63160,19,87,63,11.0,3.6,63.5,15,6,20,17,24,68,28,6.0,39,17,9,4.1,5.6,67,16,19,1303:1,1803:1,500:1,2842,48,46,18,18,38,7,85,Y,0.42,32,60,16,102,75.8,470,58,6,13,18,12,238,12,23,11,1063:1,23.8,15.2,24.0
"McMullen, TEXAS",576,67525,19,89,45,0.0,1.8,,,,23,15,,15,32,6.1,41,19,,4.2,5.3,,,,608:0,576:0,576:1,3974,22,22,15,38,35,,76,Y,0.33,,86,15,0,,,,,13,18,14,0,,22,19,576:1,21.9,23.4,100.0
"Medina, TEXAS",53723,70313,17,86,53,6.5,3.8,59.8,14,4,19,18,24,65,27,7.7,38,14,8,3.7,4.7,59,14.7,19,3465:1,4477:1,1919:1,2166,35,34,13,51,33,,85,Y,0.83,35,82,9,25,76.6,440,54,7,11,16,12,158,7,22,12,4884:1,22.6,17.2,84.3
"Menard, TEXAS",1968,44145,35,78,63,15.1,3.8,,,,20,15,,78,27,6.3,38,16,10,3.9,5.2,,,,1982:1,1968:1,,1547,33,29,15,24,34,,74,Y,1,,75,15,0,76.9,417,,,12,17,11,,,33,22,1968:0,20.0,31.1,100.0
"Midland, TEXAS",171999,81187,14,84,63,9.8,2.9,51.8,18,5,18,21,36,91,27,7.8,36,14,8,3.5,4.7,65,15.7,16,2625:1,1623:1,989:1,2587,38,39,17,21,36,7,88,Y,0.14,26,67,13,104,76.5,441,54,5,11,16,11,174,11,22,12,726:1,29.2,10.4,13.7
"Milam, TEXAS",25628,54667,25,86,52,11.9,4.3,55,20,,20,17,32,59,29,6.5,38,19,7,4.1,5.4,103,15.3,26,25106:1,6407:1,4271:1,4101,32,37,14,44,37,,80,Y,1,15,76,11,37,75.2,514,65,,13,18,12,212,,24,13,1165:1,22.8,21.2,57.1
"Mills, TEXAS",4500,58068,23,88,45,17.9,4.2,78.7,,,17,17,18,49,25,7.4,36,17,4,3.8,5.4,108,,30,4480:1,2250:1,750:1,1936,37,17,10,26,34,,84,Y,1,30,85,7,14,75.9,464,,,12,17,10,0,,31,19,1500:1,19.9,28.2,100.0
"Mitchell, TEXAS",8943,48378,23,84,42,8.8,4.4,39.1,,,23,19,36,61,31,7.3,39,19,8,4.2,5.2,85,,,1814:1,8943:1,,2547,18,25,12,43,36,,77,Y,1,14,71,6,19,73.9,529,,,13,17,13,66,,21,10,2236:1,20.0,14.7,35.1
"Montague, TEXAS",21063,57076,18,88,51,14.2,3.6,74.9,26,,18,18,25,34,25,7.2,36,19,9,4.1,5.7,123,23,15,4082:1,3511:1,4213:1,3105,32,30,12,47,35,,79,Y,0.45,40,80,11,19,71.3,674,76,,12,18,10,81,28,25,13,3009:1,22.4,22.0,72.9
"Montgomery, TEXAS",678490,95241,11,90,68,5.7,3.9,65.5,17,4,15,19,17,87,22,7.5,34,14,7,3.3,4.8,65,15.9,22,1583:1,1967:1,873:1,3083,39,46,14,50,34,5,93,Y,0.13,34,73,11,76,78.4,346,46,5,10,16,10,195,18,21,10,1168:1,25.6,13.9,22.9
"Moore, TEXAS",20996,66583,14,68,41,12.8,2.6,34.4,15,,24,18,57,72,32,7.7,38,18,7,4.2,5.2,81,9.3,9,3017:1,2999:1,3499:1,3143,35,34,14,16,36,,84,Y,0.42,36,65,11,47,75.3,479,45,,13,17,13,122,,37,21,2999:1,30.8,12.0,31.5
"Morris, TEXAS",12083,49847,28,88,49,16.6,6.3,54.5,16,,20,17,35,5,28,7.1,40,20,10,4.1,5.6,83,13,26,4010:1,2417:1,3021:1,2729,28,38,15,42,39,,84,Y,1,18,74,9,18,72.7,597,,,13,19,12,208,,22,10,2417:1,23.1,22.1,100.0
"Motley, TEXAS",1032,46320,32,86,66,0.0,4.1,,,,17,17,,25,25,7.6,36,17,,3.8,5.3,,,,1067:0,1032:0,,989,33,33,8,27,34,,77,Y,1,,76,4,,,572,,,12,17,10,,,20,12,1032:1,20.1,30.4,100.0
"Nacogdoches, TEXAS",64862,51708,29,85,60,9.1,4.3,62,20,6,21,18,20,56,29,6.3,42,20,8,4.2,5.7,86,16.3,13,1406:1,1707:1,721:1,3507,34,46,21,21,39,,84,Y,0.19,31,59,16,51,74.2,530,55,4,13,19,12,219,12,27,12,901:1,23.1,15.9,47.8
"Navarro, TEXAS",54636,50822,34,80,55,8.0,3.9,47.2,20,7,22,17,42,53,29,7.0,39,19,8,4.2,5.5,83,18.2,19,3573:1,2732:1,1401:1,3592,36,41,17,30,37,12,81,Y,0.43,31,68,13,44,73.8,544,86,8,13,18,13,219,10,30,12,2024:1,26.3,16.7,53.7
"Newton, TEXAS",12052,47804,29,82,42,10.6,6.8,53.2,23,,24,16,33,2,32,5.4,42,25,10,4.7,6.2,103,,16,12241:1,,4017:1,3035,34,29,15,58,39,34,88,Y,0.59,27,81,7,3,73.4,621,,,15,21,13,122,,26,12,6026:1,19.5,23.6,100.0
"Nolan, TEXAS",14473,50579,25,84,54,13.0,3.7,58.1,20,,23,17,49,60,32,6.7,39,20,8,4.5,5.6,83,12.6,22,2085:1,1809:1,1447:1,3637,30,31,16,20,36,20,77,Y,0.18,35,65,11,31,73.3,593,,,14,19,13,159,25,26,14,1113:1,25.5,18.4,29.6
"Nueces, TEXAS",351674,60250,25,84,59,6.4,4.7,59,16,8,22,20,28,92,30,6.5,41,15,9,4,5.5,76,15.5,23,1266:1,1715:1,648:1,2473,42,41,18,17,37,14,86,Y,0.06,35,59,15,159,75.5,505,50,5,12,17,13,224,22,26,10,728:1,23.8,15.8,6.3
"Ochiltree, TEXAS",9606,69383,16,76,42,16.4,3.4,17.6,24,,22,19,31,83,30,8.0,39,17,7,4.1,5.2,81,,,2446:1,2402:1,4803:1,3449,28,28,17,17,35,,87,Y,1,35,70,9,27,75.1,438,,,13,17,12,,,37,22,1601:1,30.0,12.9,16.2
"Oldham, TEXAS",1752,66411,28,83,59,23.3,3.0,,,,18,19,,0,25,5.0,37,17,,3.8,5.4,,,,1717:0,1752:0,438:1,3623,35,40,4,49,34,,87,Y,1,,72,11,18,77.2,370,,,12,18,10,0,,16,12,1752:0,20.7,16.9,100.0
"Orange, TEXAS",84934,63901,19,89,58,9.6,5.7,64.8,19,8,18,19,33,51,26,6.5,38,19,9,4,6.1,98,17.6,23,6053:1,3033:1,2831:1,2902,35,38,11,34,37,14,91,Y,0.15,36,75,9,62,72.6,618,62,7,12,19,11,223,28,19,8,2235:1,25.2,16.1,36.1
"Palo Pinto, TEXAS",29239,56809,24,88,48,11.5,3.8,78.7,21,,19,18,39,57,27,5.1,39,19,7,4,5.5,97,31.1,24,2049:1,2924:1,4177:1,4447,33,44,14,42,35,26,85,Y,0.31,36,72,14,24,74.0,557,58,,13,18,11,104,21,26,11,1329:1,23.1,20.3,50.4
"Panola, TEXAS",22677,59772,19,84,62,11.0,4.6,66.8,23,8,19,18,28,43,27,6.8,41,19,9,4.1,5.7,104,19.9,18,4535:1,3780:1,5669:1,3342,35,33,10,39,37,,82,Y,0.56,34,81,8,14,72.1,607,76,,13,19,11,199,,23,11,1744:1,23.0,20.4,71.9
"Parker, TEXAS",165834,95277,10,90,66,8.7,3.3,71.8,18,3,15,20,17,54,23,7.9,37,16,6,3.6,5.2,72,21.2,23,2613:1,2909:1,1564:1,2298,42,41,13,54,33,8,91,Y,0.4,40,82,10,36,77.2,388,37,4,11,17,9,120,14,20,11,1822:1,24.5,16.0,64.3
"Parmer, TEXAS",9620,57786,19,71,47,12.2,2.4,28.9,,,23,17,42,17,32,7.8,39,16,8,4.2,5,78,,,9813:1,9620:1,9620:1,3280,36,26,14,20,35,,85,Y,1,26,71,5,36,76.0,402,109,,13,17,13,76,,32,22,1203:1,27.6,14.9,100.0
"Pecos, TEXAS",14735,54003,24,76,39,7.3,4.0,23.7,24,,26,18,43,74,35,5.5,41,18,9,4.4,5.2,78,14.6,,2160:1,3684:1,3684:1,2550,19,18,14,16,37,,75,Y,0.13,9,71,12,31,73.8,499,83,,14,17,15,153,,30,15,1340:1,24.8,13.3,43.7
"Polk, TEXAS",53255,58894,31,81,41,8.7,5.5,61.6,26,12,21,18,41,29,29,6.6,42,21,8,4.2,5.7,124,17.8,22,2076:1,2421:1,1614:1,1674,38,42,15,35,38,17,82,Y,0.67,34,78,12,25,70.8,600,82,8,13,19,12,447,20,23,12,1836:1,20.2,18.8,88.8
"Potter, TEXAS",115645,51028,28,77,47,11.0,3.2,54.6,25,11,25,17,44,84,33,6.3,40,20,10,4.6,5.8,106,11.5,21,1143:1,1629:1,385:1,2776,40,44,20,15,37,12,83,Y,0.14,38,56,17,140,71.1,671,71,8,14,19,14,329,23,30,13,393:1,26.5,14.1,11.3
"Presidio, TEXAS",5939,43666,38,62,48,9.8,6.2,,,,36,12,66,93,43,3.8,44,22,7,5.4,5.7,60,,,2047:1,,1188:1,1351,25,21,14,2,38,,70,Y,1,40,74,17,9,83.1,371,,,19,20,20,143,,46,25,2970:1,27.0,23.3,100.0
